Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
03/04/2018,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,31/03/2018,,,
03/04/2018,-7.09,"DIGITALOCEAN.COM       DIGITALOCEAN. NY","PURCHASES",31/03/2018,"03/31/18          5.00    USD FOREIGN CURRENCY FEE $ 0.17 NZD INCLUDED",,
03/04/2018,-2.49,"BASICS ASIAN SUPERMARK CHRISTCHURCH  NZL","PURCHASES",02/04/2018,,,
03/04/2018,-7.94,"POWERSHOP              WELLINGTON    NZL","PURCHASES",02/04/2018,,,
03/04/2018,-33.10,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",02/04/2018,,,
03/04/2018,-86.49,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",02/04/2018,,,
06/04/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",06/04/2018,,,
09/04/2018,-28.75,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",07/04/2018,,,
09/04/2018,-96.67,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",07/04/2018,,,
09/04/2018,-18.19,"NEW WORLD SOUTH CITY   CHIRSTCHURCH  NZ","PURCHASES",07/04/2018,,,
10/04/2018,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/04/2018,,,
13/04/2018,-3.95,"POWERSHOP              WELLINGTON    NZL","PURCHASES",13/04/2018,,,
16/04/2018,-2.39,"Apple NZ GCS           SYDNEY        AU","PURCHASES",12/04/2018,,,
16/04/2018,-39.80,"TAICHI RESTAURANT      CHRISTCHURCH  NZ","PURCHASES",14/04/2018,,,
16/04/2018,-28.84,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",14/04/2018,,,
16/04/2018,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/04/2018,,,
20/04/2018,-4.49,"POWERSHOP              WELLINGTON    NZL","PURCHASES",20/04/2018,,,
23/04/2018,-44.47,"BUNNINGS - 9476        RICCARTON     NZL","PURCHASES",21/04/2018,,,
23/04/2018,-8.27,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",21/04/2018,,,
23/04/2018,-7.90,"STARBUCKS - 439        RICCARTON     NZL","PURCHASES",22/04/2018,,,
23/04/2018,-6.49,"FARMERS RICCARTON      CHRISTCHURCH  NZ","PURCHASES",22/04/2018,,,
23/04/2018,-4.87,"REDCURRENT LTD         CHRISTCHURCH  NZ","PURCHASES",22/04/2018,,,
23/04/2018,-5.09,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",22/04/2018,,,
23/04/2018,-44.90,"WITCHERY NZ-RICCARTON  RICCARTON     NZ","PURCHASES",22/04/2018,,,
24/04/2018,-5.00,"DOMINOS PIZZA          AUCKLAND      NZL","PURCHASES",23/04/2018,,,
26/04/2018,-9.00,"FAT EDDIES             CHRISTCHURCH  NZ","PURCHASES",23/04/2018,,,
26/04/2018,-21.35,"BUNNINGS - 9482        SHIRLEY       NZL","PURCHASES",25/04/2018,,,
26/04/2018,-60.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",25/04/2018,,,
26/04/2018,-32.84,"FARMERS - SHIRLEY      CHRISTCHURCH  NZ","PURCHASES",25/04/2018,,,
26/04/2018,-12.74,"PAGANI                 AUCKLAND      NZ","PURCHASES",25/04/2018,,,
27/04/2018,-5.70,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",27/04/2018,,,
27/04/2018,-3.35,"POWERSHOP              WELLINGTON    NZL","PURCHASES",27/04/2018,,,
30/04/2018,-13.00,"HOYTS CINEMAS NZ LTD   AUCKLAND      NZL","PURCHASES",27/04/2018,,,
30/04/2018,-1.50,"HOYTS CINEMAS NZ LTD   AUCKLAND      NZL","PURCHASES",27/04/2018,,,
30/04/2018,-871.14,"AMI INSURANCE          AUCKLAND      NZ","PURCHASES",27/04/2018,,,
30/04/2018,1100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/04/2018,,,
30/04/2018,-31.19,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",28/04/2018,,,
30/04/2018,-60.64,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",29/04/2018,,,
01/05/2018,-180.00,"DEPARTMENT OF INTERNAL WELLINGTON    NZL","PURCHASES",30/04/2018,,,
01/05/2018,-9.34,"POWERSHOP              WELLINGTON    NZL","PURCHASES",01/05/2018,,,
03/05/2018,-7.33,"DIGITALOCEAN.COM       DIGITALOCEAN. NY","PURCHASES",30/04/2018,"04/30/18          5.00    USD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
03/05/2018,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/05/2018,,,
03/05/2018,-86.49,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",02/05/2018,,,
04/05/2018,-5.20,"POWERSHOP              WELLINGTON    NZL","PURCHASES",04/05/2018,,,
07/05/2018,-54.86,"AGODA HOTEL RESERVATIO BUDAPEST      HU","PURCHASES",02/05/2018,,,
07/05/2018,-18.97,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",05/05/2018,,,
07/05/2018,-52.56,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","PURCHASES",07/05/2018,,,
09/05/2018,-5.00,"WENDY'S HEREFORD STREE CHRISTCHURCH  NZ","PURCHASES",07/05/2018,,,
10/05/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",10/05/2018,,,
11/05/2018,-5.00,"WENDY'S HEREFORD STREE CHRISTCHURCH  NZ","PURCHASES",09/05/2018,,,
14/05/2018,-5.20,"LITTLE BREWS ESPRESSO  CHRISTCHURCH  NZ","PURCHASES",14/05/2018,,,
15/05/2018,-107.07,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",14/05/2018,,,
16/05/2018,-16.97,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",16/05/2018,,,
16/05/2018,-20.00,"POWERSHOP              WELLINGTON    NZL","PURCHASES",16/05/2018,,,
17/05/2018,-4.78,"Apple NZ GCS           SYDNEY        AU","PURCHASES",14/05/2018,,,
17/05/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",17/05/2018,,,
18/05/2018,-4.09,"POWERSHOP              WELLINGTON    NZL","PURCHASES",18/05/2018,,,
22/05/2018,-3.40,"POWERSHOP              WELLINGTON    NZL","PURCHASES",22/05/2018,,,
23/05/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",23/05/2018,,,
24/05/2018,-22.94,"INTERNET SERVICES      AUCKLAND      NZ","PURCHASES",22/05/2018,,,
24/05/2018,-2.43,"POWERSHOP              WELLINGTON    NZL","PURCHASES",24/05/2018,,,
24/05/2018,-18.78,"POWERSHOP              WELLINGTON    NZL","PURCHASES",24/05/2018,,,
25/05/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",25/05/2018,,,
28/05/2018,-11.09,"BASICS ASIAN SUPERMARK CHRISTCHURCH  NZL","PURCHASES",26/05/2018,,,
28/05/2018,-35.31,"NEW WORLD SOUTH CITY   CHIRSTCHURCH  NZ","PURCHASES",26/05/2018,,,
30/05/2018,-6.61,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",30/05/2018,,,
30/05/2018,-6.27,"NEW WORLD SOUTH CITY   CHIRSTCHURCH  NZ","PURCHASES",30/05/2018,,,
30/05/2018,-21.99,"SOUTH CITY PHARMACY    CHRISTCHURCH  NZ","PURCHASES",30/05/2018,,,
01/06/2018,-9.80,"POWERSHOP              WELLINGTON    NZL","PURCHASES",01/06/2018,,,
01/06/2018,-5.20,"LITTLE BREWS ESPRESSO  CHRISTCHURCH  NZ","PURCHASES",01/06/2018,,,
05/06/2018,350.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/06/2018,,,
05/06/2018,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/06/2018,,,
05/06/2018,-13.00,"CRAFT EMBASSY          CHRISTCHURCH  NZ","PURCHASES",01/06/2018,,,
05/06/2018,-7.36,"DIGITALOCEAN.COM       DIGITALOCEAN. NY","PURCHASES",01/06/2018,"06/01/18          5.00    USD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
05/06/2018,-15.00,"WELLES STREET          CHRISTCHURCH  NZ","PURCHASES",01/06/2018,,,
05/06/2018,-175.00,"GRABONE                WHANGAREI     NZL","PURCHASES",02/06/2018,,,
05/06/2018,-68.74,"PAK N SAVE WAINONI     WAINONI       NZ","PURCHASES",02/06/2018,,,
05/06/2018,-86.49,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",02/06/2018,,,
05/06/2018,-38.68,"Apple NZ GCS           SYDNEY        AU","PURCHASES",02/06/2018,,,
05/06/2018,-11.00,"TABLE AT MONKS         CHRISTCHURCH  NZL","PURCHASES",03/06/2018,,,
05/06/2018,-27.52,"GARDENFRESH WAINONI    WAINONI       NZ","PURCHASES",03/06/2018,,,
06/06/2018,-41.67,"BOOTLEG BBQ COMPANY    CHRISTCHURCH  NZ","PURCHASES",05/06/2018,,,
07/06/2018,-5.36,"LITTLE BREWS ESPRESSO  CHRISTCHURCH  NZ","PURCHASES",07/06/2018,,,
08/06/2018,-4.11,"POWERSHOP              WELLINGTON    NZL","PURCHASES",07/06/2018,,,
08/06/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",08/06/2018,,,
08/06/2018,-49.00,"MAX FASHIONS HIGH ST   CHRISTCHURCH  NZ","PURCHASES",08/06/2018,,,
11/06/2018,-47.00,"HELL PIZZA HEREFORD ST CHRISTCHURCH  NZ","PURCHASES",08/06/2018,,,
11/06/2018,-74.84,"COUNTRY ROAD - CHCH    CHRISTCHURCH  NZ","PURCHASES",08/06/2018,,,
11/06/2018,-149.17,"COUNTRY ROAD - CHCH    CHRISTCHURCH  NZ","PURCHASES",08/06/2018,,,
11/06/2018,-8.50,"HOYTS RICCARTON        RICCARTON     NZ","PURCHASES",09/06/2018,,,
11/06/2018,-48.68,"COUNTRY ROAD RICCARTON RICCARTON     NZ","PURCHASES",09/06/2018,,,
11/06/2018,-64.80,"WITCHERY NZ-RICCARTON  RICCARTON     NZ","PURCHASES",09/06/2018,,,
11/06/2018,-22.45,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",09/06/2018,,,
11/06/2018,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/06/2018,,,
12/06/2018,-12.45,"4H55 TRADE ME PING     Wellington    NZ","PURCHASES",11/06/2018,,,
12/06/2018,-13.00,"Y718 TRADE ME PING     Wellington    NZ","PURCHASES",11/06/2018,,,
13/06/2018,-6.61,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",13/06/2018,,,
13/06/2018,-44.00,"ACCOUNT FEE","PURCHASES",13/06/2018,,,
14/06/2018,-7.12,"POWERSHOP              WELLINGTON    NZL","PURCHASES",14/06/2018,,,
14/06/2018,-250.00,"POWERSHOP              WELLINGTON    NZL","PURCHASES",14/06/2018,,,
15/06/2018,-30.00,"KFC - 510              CHRISTCHURCH  NZL","PURCHASES",14/06/2018,,,
15/06/2018,-13.00,"TWL 123 EASTGATE       X             NZ","PURCHASES",14/06/2018,,,
18/06/2018,-5.00,"WENDY'S HEREFORD STREE CHRISTCHURCH  NZ","PURCHASES",14/06/2018,,,
18/06/2018,-11.50,"MIN BUS INNOVATION & E WELLINGTON    NZL","PURCHASES",18/06/2018,,,
18/06/2018,-120.75,"MIN BUS INNOVATION & E WELLINGTON    NZL","PURCHASES",18/06/2018,,,
19/06/2018,-26.37,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",18/06/2018,,,
21/06/2018,-4.79,"DIGITALOCEAN.COM       DIGITALOCEAN. NY","PURCHASES",19/06/2018,"06/19/18          3.22    USD FOREIGN CURRENCY FEE $ 0.12 NZD INCLUDED",,
21/06/2018,-51.10,"AIR NZ TA              AUCKLAND      NZ","PURCHASES",21/06/2018,,,
22/06/2018,-24.00,"ANNAM RESTAURANT       WELLINGTON    NZ","PURCHASES",21/06/2018,,,
25/06/2018,-10.00,"THE FRINGE BAR         WELLINGTON    NZ","PURCHASES",22/06/2018,,,
25/06/2018,-40.00,"DEVI BOOKS             PUKERUA BAY   NZL","PURCHASES",23/06/2018,,,
25/06/2018,-62.40,"DAVID JONES            WELLINGTON    NZ","PURCHASES",23/06/2018,,,
25/06/2018,-35.28,"DAVID JONES            WELLINGTON    NZ","PURCHASES",23/06/2018,,,
25/06/2018,-10.20,"DAVID JONES            WELLINGTON    NZ","PURCHASES",23/06/2018,,,
25/06/2018,-53.04,"AIR NZ TA              AUCKLAND      NZ","PURCHASES",24/06/2018,,,
25/06/2018,-9.00,"SKINNY                 AUCKLAND      NZ","PURCHASES",24/06/2018,,,
27/06/2018,-2.00,"CHRISTCHURCH AIRPORT   CHRISTCHURCH  NZ","PURCHASES",24/06/2018,,,
27/06/2018,-85.00,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",26/06/2018,,,
27/06/2018,-5.49,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",26/06/2018,,,
27/06/2018,-6.61,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",27/06/2018,,,
28/06/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",28/06/2018,,,
02/07/2018,800.00,"PAYMENT RECEIVED       THANK YOU     NZL",,29/06/2018,,,
02/07/2018,-3.58,"BASICS ASIAN SUPERMARK CHRISTCHURCH  NZL","PURCHASES",30/06/2018,,,
02/07/2018,-53.83,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",30/06/2018,,,
02/07/2018,-48.19,"CALTEX BLENHEIM ROAD   CHRISTCHURCH  NZ","PURCHASES",30/06/2018,,,
02/07/2018,455.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/07/2018,,,
02/07/2018,-31.16,"FRESHCHOICE CITY MKT   CHRISTCHURCH  NZ","PURCHASES",01/07/2018,,,
02/07/2018,-111.75,"COUNTRY ROAD RICCARTON RICCARTON     NZ","PURCHASES",01/07/2018,,,
02/07/2018,-58.97,"COSMO PHARMACY         CHRISTCHURCH  NZ","PURCHASES",01/07/2018,,,
02/07/2018,900.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/07/2018,,,
03/07/2018,-880.64,"CHINA SOUDP11118070191 AUCKLAND      NZ","PURCHASES",01/07/2018,,,
03/07/2018,-86.49,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",02/07/2018,,,
03/07/2018,-43.58,"BUNNINGS - 9476        RICCARTON     NZL","PURCHASES",03/07/2018,,,
03/07/2018,-22.40,"BUNNINGS - 9476        RICCARTON     NZL","PURCHASES",03/07/2018,,,
05/07/2018,-4.90,"MADE ESPRESSO BAR      CHRISTCHURCH  NZ","PURCHASES",04/07/2018,,,
05/07/2018,-3.50,"EVERYDAY DOSE          CHRISTCHURCH  NZL","PURCHASES",05/07/2018,,,
06/07/2018,-214.74,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",05/07/2018,,,
06/07/2018,-39.00,"ST GERMAIN             PAPANUI       NZ","PURCHASES",05/07/2018,,,
06/07/2018,-3.50,"EVERYDAY DOSE          CHRISTCHURCH  NZL","PURCHASES",06/07/2018,,,
09/07/2018,-41.10,"TAICHI RESTAURANT      CHRISTCHURCH  NZ","PURCHASES",07/07/2018,,,
09/07/2018,-104.26,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",08/07/2018,,,
10/07/2018,-121.35,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",09/07/2018,,,
11/07/2018,-6.61,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",11/07/2018,,,
13/07/2018,-83.21,"ABL                    WELLINGTON    NZL","PURCHASES",13/07/2018,,,
16/07/2018,-26.82,"PAYPAL *SHENZHENSHI    4029357733    HK","PURCHASES",12/07/2018,,,
16/07/2018,-16.88,"PAYPAL *SHENZHENSHI    4029357733    HK","PURCHASES",12/07/2018,,,
16/07/2018,-52.11,"DHGATE                 SURREY        GB","PURCHASES",12/07/2018,,,
16/07/2018,-5.00,"MCDONALDS SOUTH CITY F CHRISTCHURCH  NZL","PURCHASES",16/07/2018,,,
16/07/2018,1300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/07/2018,,,
17/07/2018,-3.50,"EVERYDAY DOSE          CHRISTCHURCH  NZL","PURCHASES",17/07/2018,,,
18/07/2018,-30.00,"EDGEWARE AUTOMOTIVE    CHRISTCHURCH  NZ","PURCHASES",17/07/2018,,,
19/07/2018,-95.74,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",18/07/2018,,,
19/07/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",19/07/2018,,,
20/07/2018,-4.18,"Apple NZ GCS           SYDNEY        AU","PURCHASES",17/07/2018,,,
20/07/2018,-5.00,"WENDY'S HEREFORD STREE CHRISTCHURCH  NZ","PURCHASES",18/07/2018,,,
20/07/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",20/07/2018,,,
23/07/2018,-1209.21,"FLIGHT CENTRE ONLINE   AUCKLAND      NZ","PURCHASES",19/07/2018,,,
25/07/2018,-6.61,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",25/07/2018,,,
25/07/2018,-20.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",25/07/2018,,,
26/07/2018,-51.09,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",25/07/2018,,,
26/07/2018,-5.20,"LITTLE BREWS ESPRESSO  CHRISTCHURCH  NZ","PURCHASES",26/07/2018,,,
30/07/2018,-59.50,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",27/07/2018,,,
30/07/2018,-32.74,"MAD BUTCHER FERRY ROAD CHRISTCHURCH  NZL","PURCHASES",29/07/2018,,,
30/07/2018,-52.56,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","PURCHASES",29/07/2018,,,
30/07/2018,-43.49,"GURUJI INDIAN FOODS    CHRISTCHURCH  NZ","PURCHASES",29/07/2018,,,
30/07/2018,-114.00,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",29/07/2018,,,
30/07/2018,-5.17,"GARDENFRESH WAINONI    WAINONI       NZ","PURCHASES",29/07/2018,,,
30/07/2018,-4.90,"ROBERT HARRIS BNZ      CHRISTCHURCH  NZL","PURCHASES",30/07/2018,,,
31/07/2018,-23.41,"VETCALL                CHRISTCHURCH  NZ","PURCHASES",30/07/2018,,,
01/08/2018,-452.52,"EXPEDIA 7369782468287  Auckland      NZ","PURCHASES",31/07/2018,,,
02/08/2018,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/08/2018,,,
03/08/2018,-112.12,"Hotel on Booking.com   Amsterdam     NL","PURCHASES",01/08/2018,"08/01/18         8,262    JPY FOREIGN CURRENCY FEE $ 2.74 NZD INCLUDED",,
03/08/2018,-159.52,"EXPEDIA 7370702950182  Auckland      NZ","PURCHASES",02/08/2018,,,
03/08/2018,-138.06,"EXPEDIA 7370709925356  Auckland      NZ","PURCHASES",02/08/2018,,,
03/08/2018,138.06,"EXPEDIA 7370709925356  Auckland      NZ","PURCHASES",02/08/2018,,,
03/08/2018,159.52,"EXPEDIA 7370702950182  Auckland      NZ","PURCHASES",02/08/2018,,,
03/08/2018,-86.49,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",02/08/2018,,,
03/08/2018,2000.00,"PAYMENT RECEIVED       THANK YOU     NZL",,03/08/2018,,,
06/08/2018,-5.00,"WENDY'S HEREFORD STREE CHRISTCHURCH  NZ","PURCHASES",03/08/2018,,,
06/08/2018,-149.70,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",04/08/2018,,,
06/08/2018,-88.00,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",05/08/2018,,,
06/08/2018,-27.63,"PAKNSAVE MOORHOUSE     CHRISTCHURCH  NZ","PURCHASES",05/08/2018,,,
06/08/2018,-9.90,"C-1 ESPRESSO           CHRISTCHURCH  NZ","PURCHASES",05/08/2018,,,
06/08/2018,-57.00,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",05/08/2018,,,
06/08/2018,-59.00,"BALLANTYNES            CHRISTCHURCH  NZ","PURCHASES",05/08/2018,,,
